Date,24 _Months_Sales ,24 _Months_Maturities,3_Year_Sales,3_Year_Maturities,5_Year_Sales,5_Year_Maturities,7_Year_Sales,7_Year_Maturities,10_Year_Sales,10_Year_Maturities,15_Year_Sales,15_Year_Maturities,Bonds_24_months,Bonds_3_year,Bonds_5_year,Bonds_7_year,Bonds_10_year,Bonds_15_year,Bonds_TOTAL ,
22-Sep-17,0,0,0,0,0,0,0,0,0,0,0,0,579844.5683,3161292,10509591,2188695.22,4275472.997,2121515,22836410.79,
29-Sep-17,0,0,0,0,0,0,0,0,0,0,0,0,854951.5883,3161292,10509591,2188695.22,4275472.997,2121515,23111517.81,
6-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,854951.5883,3389177,10509591,2188695.22,4275472.997,2121515,23339402.81,
13-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,854951.5883,3389177,10509591,2188695.22,4275472.997,2121515,23339402.81,
20-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,854951.5883,3389177,10509591,2188695.22,4275472.997,2121515,23339402.81,
27-Oct-17,2105,5765,0,0,0,0,214250,254500,0,280480,115845,0,844053.409,4048646.195,10508068,2198145.22,4233222.996,2154858.001,23986993.82,
3-Nov-17,0,0,0,0,0,0,0,0,0,0,0,0,857056.5883,3603427,10790071,2233845.22,4330662.997,2249360,24064422.81,
10-Nov-17,0,0,0,0,0,0,0,0,0,0,0,0,857056.5883,3603427,10790071,2233845.22,4330662.997,2249360,24064422.81,
17-Nov-17,0,0,0,0,0,0,0,0,0,0,0,0,857056.5883,3603427,10790071,2233845.22,4330662.997,2249360,24064422.81,
24-Nov-17,0,0,0,0,0,0,0,0,0,0,0,0,857056.5883,3603427,10790071,2233845.22,4330662.997,2249360,24064422.81,
1-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,851291.5883,3348927,10674226,2220545.22,4306471.997,2249360,23650821.81,
8-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,851291.5883,3750538.494,10674226,2220545.22,4306471.997,2884591.192,24687664.49,
15-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,851291.5883,3750538.494,10674226,2220545.22,4306471.997,2884591.192,24687664.49,
22-Dec-17,84195,1380,534915,144858,694740,0,206055,21190,536435,30215,79905,0,915486.5883,3993303.494,11107806,2386600.22,5678543.997,2962996.192,27044736.49,
29-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,915486.5883,3993303.494,11107806,2386600.22,5678543.997,2962996.192,27044736.49,
5-Jan-18,0,0,0,0,0,0,0,0,0,0,0,0,915486.5883,3993303.494,11107806,2386600.22,5678543.997,2962996.192,27044736.49,
12-Jan-18,0,0,0,0,0,0,0,0,0,0,0,0,915486.5883,3993303.494,11107806,2386600.22,5678543.997,2962996.192,27044736.49,
19-Jan-18,0,0,0,0,0,0,0,0,0,0,0,0,915486.5883,3993303.494,11107806,2386600.22,5678543.997,2962996.192,27044736.49,
26-Jan-18,0,0,0,0,0,0,0,0,0,0,0,0,915486.5883,3993303.494,11611127.74,2386600.22,5708093.767,2962996.192,27577608,
2-Feb-18,0,0,0,0,0,0,0,0,0,0,0,0,915486.5883,3993303.494,11611127.74,2386600.22,5708093.767,2962996.192,27577608,
9-Feb-18,0,0,0,0,0,0,0,0,0,0,0,0,915486.5883,3993303.494,11611127.74,2386600.22,5708093.767,2962996.192,27577608,
16-Feb-18,0,0,0,0,0,0,0,0,0,0,0,0,915486.5883,3993303.494,11611127.74,2386600.22,5708093.767,2962996.192,27577608,
23-Feb-18,0,0,0,0,0,0,0,0,0,0,0,0,914106.5883,3848718.494,11611127.74,2365410.22,5708093.767,2962996.192,27410453,
2-Mar-18,253625,0,336935,0,616810,0,255149,0,1219847,0,667120,0,1132731.588,4130653.494,12082397.74,2610559.22,6401027.767,3160116.192,29517486,
9-Mar-18,0,0,0,0,0,0,0,0,0,0,0,0,1132731.588,4130653.494,12082397.74,2610559.22,6401027.767,3160116.192,29517486,
16-Mar-18,0,0,0,0,0,0,0,0,0,0,0,0,1132731.588,4130653.494,12082397.74,2610559.22,6401027.767,3160116.192,29517486,
23-Mar-18,0,0,0,0,0,0,0,0,0,0,0,0,1132731.588,4130653.494,12082397.74,2610559.22,6401027.767,3160116.192,29517486,
30-Mar-18,0,0,0,0,0,0,0,0,0,0,0,0,1132731.588,4130653.494,12082397.74,2610559.22,6401027.767,3160116.192,29517486,
6-Apr-18,0,0,0,0,0,0,0,0,0,0,0,0,1132731.588,4130653.494,12082397.74,2610559.22,6401027.767,3160116.192,29517486,
13-Apr-18,0,0,0,0,0,0,0,0,0,0,0,0,1132731.588,4130653.494,12082397.74,2610559.22,6401027.767,3160116.192,29517486,
20-Apr-18,0,0,0,0,0,0,0,0,0,0,0,0,1132731.588,4130653.494,12082397.74,2610559.22,6401027.767,3160116.192,29517486,
27-Apr-18,4483,91445,344650,50700,542520,0,469905,0,1267120,24660,610960,0,1135214.588,4475303.494,12515417.74,3030464.22,6872707.767,3661076.192,31690184,
4-May-18,0,0,0,0,0,0,0,0,0,0,0,0,1135214.588,4475303.494,12515417.74,3030464.22,6872707.767,3661076.192,31690184,
11-May-18,0,0,0,0,0,0,0,0,0,0,0,0,1135214.588,4475303.494,12515417.74,3030464.22,6872707.767,3661076.192,31690184,
18-May-18,0,0,0,0,0,0,0,0,0,0,0,0,1135214.588,4475303.494,12515417.74,3030464.22,6872707.767,3661076.192,31690184,
25-May-18,0,0,0,0,0,0,0,0,0,0,0,0,1135214.588,4475303.494,12515417.74,3030464.22,6848047.767,3661076.192,31665524,
1-Jun-18,0,0,0,0,0,0,0,0,0,0,0,0,1043769.588,4424603.494,12515417.74,3030464.22,6848047.767,3661076.192,31523379,
8-Jun-18,0,0,0,0,0,0,0,0,0,0,0,0,1043769.588,4424603.494,12515417.74,3030464.22,6848047.767,3661076.192,31523379,
15-Jun-18,0,0,0,0,0,0,0,0,0,0,0,0,1043769.588,4424603.494,12515417.74,3030464.22,6848047.767,3661076.192,31523379,
22-Jun-18,0,0,0,0,0,0,0,0,0,0,0,0,1043769.588,4424603.494,12515417.74,3030464.22,6848047.767,3661076.192,31523379,
29-Jun-18,4138,0,118600,0,44633,0,5504,0,25780,24764,1593145,0,1043769.588,4424603.494,12515417.74,3030464.22,6848047.767,3661076.192,31523379,
6-Jul-18,0,0,0,0,0,0,0,0,0,0,0,0,1047907.588,4543203.494,12560050.74,3035968.22,6873827.767,5254221.192,33315179,
13-Jul-18,0,0,0,0,0,0,0,0,0,0,0,0,1047907.588,4543203.494,12560050.74,3035968.22,6873827.767,5254221.192,33315179,
20-Jul-18,0,0,0,0,0,0,0,0,0,0,0,0,1047907.588,4543203.494,12560050.74,3035968.22,6873827.767,5254221.192,33315179,
27-Jul-18,0,0,0,0,0,0,0,0,0,0,0,0,1047907.588,4543203.494,12560050.74,3035968.22,6873827.767,5254221.192,33315179,
3-Aug-18,0,0,0,0,0,0,0,0,0,0,0,0,1047907.588,4543203.494,12560050.74,3035968.22,6873827.767,5254221.192,33315179,
10-Aug-18,0,0,0,0,0,0,0,0,0,0,0,0,1047907.588,4543203.494,12560050.74,3035968.22,6873827.767,5254221.192,33315179,
17-Aug-18,0,0,0,0,0,0,0,0,0,0,0,0,1047907.588,4543203.494,12560050.74,3035968.22,6873827.767,5254221.192,33315179,
24-Aug-18,3840,38459.76362,305,401975,284800,0,103969,0,147380,0,93310,0,1047907.588,4543203.494,12560050.74,3035968.22,7048794.53,5374737.097,33610661.67,
31-Aug-18,0,0,0,0,0,0,0,0,0,0,0,0,1051747.588,4543508.494,12844850.74,3139937.22,7196174.53,5468047.097,34244265.67,
7-Sep-18,0,0,0,0,0,0,0,0,0,0,0,0,1001112.588,4141533.494,12844850.74,3911641.386,7196174.53,6689377.883,35784690.62,
14-Sep-18,0,0,0,0,0,0,0,0,0,0,0,0,1001112.588,4141533.494,12844850.74,3911641.386,7196174.53,6689377.883,35784690.62,
21-Sep-18,0,0,0,0,0,0,0,0,0,0,0,0,1001112.588,4141533.494,12844850.74,3911641.386,7196174.53,6689377.883,35784690.62,
28-Sep-18,0,0,0,0,0,0,0,0,0,0,0,0,1001112.588,4141533.494,12844850.74,3911641.386,7196174.53,6689377.883,35784690.62,
5-Oct-18,0,0,0,0,0,0,0,0,0,0,0,0,1001112.588,4141533.494,12844850.74,3911641.386,7196174.53,6689377.883,35784690.62,
12-Oct-18,0,0,0,0,0,0,0,0,0,0,0,0,1001112.588,4141533.494,12844850.74,3911641.386,7196174.53,6689377.883,35784690.62,
19-Oct-18,2565,97704.58562,600,2557.7892,367160,0,133280,24769.98738,344520,0,99013,0,1001112.588,4141533.494,12844850.74,4180576.386,7196174.53,6689377.883,36053625.62,
26-Oct-18,0,0,0,0,0,0,0,0,0,0,0,0,1003677.588,4142133.494,13212010.74,4313856.386,7540694.53,6788390.883,37000763.62,
2-Nov-18,0,0,0,0,0,0,0,0,0,0,0,0,1003677.588,4142133.494,13212010.74,4313856.386,7540694.53,6788390.883,37000763.62,
9-Nov-18,0,0,0,0,0,0,0,0,0,0,0,0,1540597.523,4190906.403,13343697.6,4432235.175,7540694.53,6788390.883,37836522.11,
16-Nov-18,0,0,0,0,0,0,0,0,0,0,0,0,1003677.588,4142133.494,13212010.74,4313856.386,7540694.53,6788390.883,37000763.62,
23-Nov-18,0,0,0,0,0,0,0,0,0,0,0,0,1540597.523,4190906.403,13343697.6,4432235.175,7540694.53,6788390.883,37836522.11,
30-Nov-18,0,0,0,0,0,0,0,0,0,0,0,0,1540597.523,4190906.403,13343697.6,4432235.175,7540694.53,6788390.883,37836522.11,
7-Dec-18,0,0,0,0,0,0,0,0,0,0,0,0,1771213.807,4201803.245,13404230.12,4462955.015,7540694.53,6788390.883,38169287.6,
14-Dec-18,0,0,0,0,0,0,0,0,0,0,0,0,1667413.807,4201803.245,13404230.12,4462955.015,7540694.53,6788390.883,38065487.6,
21-Dec-18,585,171307.02,115190,121929.7482,148490,466280.0028,0,164960.4546,50300,0,75,0,1496691.787,4316993.245,13552720.12,4462955.015,7590994.53,6788465.883,38208820.58,
28-Dec-18,0,0,0,0,0,0,0,0,0,0,0,0,1786107.035,4344019.755,13633799.65,4528552.199,7590994.53,6788465.883,38671939.05,
4-Jan-19,0,0,0,0,0,0,0,0,0,0,0,0,1786107.035,4344019.755,13633799.65,4528552.199,7590994.53,6788465.883,38671939.05,
11-Jan-19,0,0,0,0,0,0,0,0,0,0,0,0,1786107.035,4344019.755,13633799.65,4528552.199,7590994.53,6788465.883,38671939.05,
18-Jan-19,0,0,0,0,0,0,0,0,0,0,0,0,1786107.035,4344019.755,13633799.65,4528552.199,7590994.53,6788465.883,38671939.05,
25-Jan-19,0,0,0,0,0,0,0,0,0,0,0,0,1786107.035,4344019.755,13633799.65,4528552.199,7590994.53,6788465.883,38671939.05,
1-Feb-19,0,0,0,0,0,0,0,0,0,0,0,0,1786107.035,4344019.755,13633799.65,4528552.199,7590994.53,6788465.883,38671939.05,
8-Feb-19,0,0,0,0,0,0,0,0,0,0,0,0,1786107.035,4344019.755,13633799.65,4528552.199,7590994.53,6788465.883,38671939.05,
15-Feb-19,0,0,0,0,0,0,0,0,0,0,0,0,1786107.035,4344019.755,13633799.65,4528552.199,7590994.53,6788465.883,38671939.05,
22-Feb-19,188070,972009.173,60890,0,99155,0,40125,0,194450,0,2195,0,1786107.035,4171686.66,13039835.18,4311076.91,7590994.53,6788465.883,37688166.2,
1-Mar-19,0,0,0,0,0,0,0,0,0,0,0,0,1974177.035,4232576.66,13138990.18,4351206.91,7785444.53,6790660.883,38273056.2,
8-Mar-19,0,0,0,0,0,0,0,0,0,0,0,0,1917720.699,4487947.492,13138990.18,4351206.91,7985444.53,6790660.883,38671970.69,
15-Mar-19,0,0,0,0,0,0,0,0,0,0,0,0,1917720.699,4487947.492,13338990.18,4351206.91,7985444.53,6790660.883,38871970.69,
22-Mar-19,0,0,0,0,0,0,0,0,0,0,0,0,1917720.699,4487947.492,13338990.18,4351206.91,7985444.53,6790660.883,38871970.69,
29-Mar-19,0,0,0,0,0,0,0,0,0,0,0,0,1917720.699,4487947.492,13338990.18,4351206.91,7985444.53,6790660.883,38871970.69,
5-Apr-19,0,0,0,0,0,0,0,0,0,0,0,0,1917720.699,4487947.492,13338990.18,4351206.91,7985444.53,6790660.883,38871970.69,
12-Apr-19,0,0,0,0,0,0,0,0,0,0,0,0,1917720.699,4487947.492,13338990.18,4351206.91,7985444.53,6790660.883,38871970.69,
19-Apr-19,0,0,0,0,0,0,0,0,0,0,0,0,1917720.699,4487947.492,13338990.18,4351206.91,7985444.53,6790660.883,38871970.69,
26-Apr-19,125935,0,186700,314148,177185,260601.439,1010,113305.524,6600,0,3000,0,1917720.699,4487947.492,13338990.18,4351206.91,7985444.53,6790660.883,38871970.69,
3-May-19,0,0,0,0,0,0,0,0,0,0,0,0,1834063.423,4674647.492,13516175.18,4352216.91,7992044.53,6793660.883,39162808.42,
10-May-19,0,0,0,0,0,0,0,0,0,0,0,0,1834063.423,4674647.492,13516175.18,4352216.91,7992044.53,6793660.883,39162808.42,
17-May-19,0,0,0,0,0,0,0,0,0,0,0,0,1834063.423,4674647.492,13516175.18,4352216.91,7992044.53,6793660.883,39162808.42,
24-May-19,0,0,0,0,0,0,0,0,0,0,0,0,2006405.703,4360499.492,13391604.66,4352216.91,7992044.53,6793660.883,38896432.18,
31-May-19,0,0,0,0,0,0,0,0,0,0,0,0,2006405.703,4360499.492,13391604.66,4238911.386,7992044.53,6793660.883,38783126.65,
7-Jun-19,0,0,0,0,0,0,0,0,0,0,0,0,2006405.703,4360499.492,13391604.66,4238911.386,7992044.53,6793660.883,38783126.65,
14-Jun-19,138007,50840,102475,353353,10215,0,5,0,6060,1158.999,3,0,2006405.703,4360499.492,13391604.66,4238911.386,7992044.53,6793660.883,38783126.65,
21-Jun-19,0,0,0,0,0,0,0,0,0,0,0,0,2144412.703,4462974.492,13401829.66,4238916.386,7998104.53,6793663.883,39039901.65,
28-Jun-19,0,0,0,0,0,0,0,0,0,0,0,0,2144412.703,4462974.492,13401829.66,4238916.386,7998104.53,6793663.883,39039901.65,
5-Jul-19,0,0,0,0,0,0,0,0,0,0,0,0,2144412.703,4462974.492,13401829.66,4238916.386,7998104.53,6793663.883,39039901.65,
12-Jul-19,0,0,0,0,0,0,0,0,0,0,0,0,2093572.703,4462974.492,13401829.66,4238916.386,7998104.53,6793663.883,38989061.65,
19-Jul-19,0,0,0,0,0,0,0,0,0,0,0,0,2093572.703,4462974.492,13401829.66,4238916.386,7998104.53,6793663.883,38989061.65,
26-Jul-19,0,0,0,0,0,0,0,0,0,0,0,0,2228377.321,4913001.423,13674600.16,4238916.386,7998104.53,6793663.883,39846663.71,
2-Aug-19,0,0,0,0,0,0,0,0,0,0,0,0,2228377.321,4913001.423,13674600.16,4238916.386,7998104.53,6793663.883,39846663.71,
9-Aug-19,0,0,0,0,0,0,0,0,0,0,0,0,2228377.321,4913001.423,13674600.16,4238916.386,7998104.53,6793663.883,39846663.71,
16-Aug-19,0,0,0,0,0,0,0,0,0,0,0,0,2228377.321,4913001.423,13674600.16,4238916.386,7998104.53,6793663.883,39846663.71,
23-Aug-19,0,0,0,0,0,0,0,0,0,0,0,0,2228377.321,4913001.423,13674600.16,4238916.386,7998104.53,6793663.883,39846663.71,
30-Aug-19,204517,135035,90245,353353,410330,198603,155,38182,10110,0,265,0,2432894.321,5003246.423,14084930.16,4239071.386,8007055.53,6793928.883,40561126.71,
6-Sep-19,0,0,0,0,0,0,0,0,0,0,0,0,2432894.321,4649893.423,13886327.16,4200889.386,8007055.53,6793928.883,39970988.71,
13-Sep-19,0,0,0,0,0,0,0,0,0,0,0,0,2297859.321,4649893.423,13886327.16,4200889.386,8007055.53,6793928.883,39835953.71,
20-Sep-19,0,0,0,0,0,0,0,0,0,0,0,0,2648916.127,4949412.993,13886327.16,4200889.386,8007055.53,6793928.883,40486530.08,
27-Sep-19,0,0,0,0,0,0,0,0,0,0,0,0,2648916.127,4949412.993,13886327.16,4200889.386,8007055.53,6793928.883,40486530.08,
4-Oct-19,0,0,0,0,0,0,0,0,0,0,0,0,2228377.321,4913001.423,13674600.16,4238916.386,7998104.53,6793663.883,39846663.71,
11-Oct-19,0,0,0,0,0,0,0,0,0,0,0,0,3860634.592,4949412.993,14097647.52,4342870.248,8248308.054,6793928.883,42292802.29,
18-Oct-19,0,0,0,0,0,0,0,0,0,0,0,0,3860634.592,4949412.993,14097647.52,4342870.248,8248308.054,6793928.883,42292802.29,
25-Oct-19,218814,466116.695,302005,112000,615575,592460,0,185361.966,475,20000,10000,0,5543031.606,5251417.993,14968453.3,4514351.41,8540162.211,6803928.883,45621345.41,
1-Nov-19,0,0,0,0,0,0,0,0,0,0,0,0,5543031.606,5251417.993,14968453.3,4514351.41,8540162.211,6803928.883,45621345.41,
8-Nov-19,0,0,0,0,0,0,0,0,0,0,0,0,4938373.166,5251417.993,14968453.3,4514351.41,8540162.211,6803928.883,45016686.97,
15-Nov-19,0,0,0,0,0,0,0,0,0,0,0,0,5625954.57,5251417.993,15153192.08,4576612.798,8815774.649,6803928.883,46226880.98,
22-Nov-19,0,0,0,0,0,0,0,0,0,0,0,0,5625954.57,5251417.993,15153192.08,4576612.798,8815774.649,6803928.883,46226880.98,
29-Nov-19,0,0,0,0,0,0,0,0,0,0,0,0,5625954.57,5139417.993,14560732.08,4346287.809,8795774.649,6803928.883,45272095.99,
6-Dec-19,221894,210358.162,18000,466110,382484,0,5,0,10285,0,13685,0,3910442.75,5511067.453,15685817.02,5537426.712,7718481.425,7428555,45791790.36,
13-Dec-19,0,0,0,0,0,0,0,0,0,0,0,0,5847848.57,4691307.993,14943216.08,4346292.809,8806059.649,6817613.883,45452338.99,
20-Dec-19,0,0,0,0,0,0,0,0,0,0,0,0,5847848.57,4691307.993,14943216.08,4346292.809,8806059.649,6817613.883,45452338.99,
27-Dec-19,0,0,0,0,0,0,0,0,0,0,0,0,5637490.408,4691307.993,14943216.08,4346292.809,8806059.649,6817613.883,45241980.82,
3-Jan-20,0,0,0,0,0,0,0,0,0,0,0,0,5660305.408,4700742.993,14990531.08,5656692.999,10193783.81,8537266.467,49739322.76,
10-Jan-20,0,0,0,0,0,0,0,0,0,0,0,0,6783620.58,4832504.524,15226208.29,5947151.636,10193783.81,8537266.467,51520535.31,
17-Jan-20,0,0,0,0,0,0,0,0,0,0,0,0,7040287.755,4832504.524,15226208.29,6222288.86,10193783.81,8537266.467,52052339.71,
24-Jan-20,0,0,0,0,0,0,0,0,0,0,0,0,7040287.755,4832504.524,15226208.29,6222288.86,10193783.81,8537266.467,52052339.71,
31-Jan-20,173550,0,0,0,0,385005,2070,87555,0,24955,18810,0,7213837.755,4832504.524,15226208.29,6224358.86,10193783.81,8556076.467,52246769.71,
7-Feb-20,0,0,0,0,0,0,0,0,0,0,0,0,7213837.755,4832504.524,15226208.29,6224358.86,10193783.81,8556076.467,52246769.71,
14-Feb-20,0,0,0,0,0,0,0,0,0,0,0,0,7213837.755,4832504.524,15226208.29,6224358.86,10193783.81,8556076.467,52246769.71,
21-Feb-20,0,0,0,0,0,0,0,0,0,0,0,0,7213837.755,4832504.524,14841203.29,6136803.86,10193783.81,8556076.467,51774209.71,
28-Feb-20,0,0,0,0,0,0,0,0,0,0,0,0,7213837.755,4832504.524,14841203.29,7244951.533,10168828.81,9264253.456,53565579.37,
6-Mar-20,0,0,0,0,0,0,323115,0,0,103710,0,0,6079659.918,5155624.524,14944961.29,7792260.881,10168833.81,9264253.456,53405593.88,
13-Mar-20,0,0,0,0,0,0,0,0,0,0,0,0,6079659.918,5155624.524,14944961.29,7792260.881,10168833.81,9264253.456,53405593.88,
20-Mar-20,0,0,0,0,0,0,0,0,0,0,0,0,6079659.918,5155624.524,14944961.29,7792260.881,10168833.81,9264253.456,53405593.88,
27-Mar-20,527030,982579.556,0,0,0,0,129,0,0,0,12232,0,6606689.918,5155624.524,14944961.29,7792389.881,10168833.81,9276485.456,53944984.88,
3-Apr-20,0,0,0,0,0,0,0,0,0,0,0,0,6909342.347,5155624.524,14944961.29,8542974.605,10348760.24,9657305.542,55558968.55,
10-Apr-20,0,0,0,0,0,0,0,0,0,0,0,0,6909342.347,5155624.524,14944961.29,8542974.605,10348760.24,9657305.542,55558968.55,
17-Apr-20,0,0,0,0,0,0,0,0,0,0,0,0,6909342.347,5155624.524,14944961.29,8542974.605,10348760.24,9657305.542,55558968.55,
24-Apr-20,133972,0,383,0,25829,917283,2,71125,1,269989.179,2790,0,6909342.347,5155624.524,14944961.29,8542974.605,10348760.24,9657305.542,55558968.55,
30-Apr-20,0,0,0,0,0,0,0,0,0,0,0,0,6060734.791,5156007.524,14970690.29,8542976.605,10348761.24,9660095.542,54739265.99,
8-May-20,0,0,0,0,0,0,0,0,0,0,0,0,6060734.791,5156007.524,14970690.29,8542976.605,10348761.24,9660095.542,54739265.99,
15-May-20,0,0,0,0,0,0,0,0,0,0,0,0,6060734.791,5156007.524,14970690.29,8542976.605,10348761.24,9660095.542,54739265.99,
22-May-20,0,0,0,0,0,0,0,0,0,0,0,0,6060734.791,5156007.524,14970690.29,8542976.605,10348761.24,9660095.542,54739265.99,
29-May-20,159174,476526.496,53225,0,115695,0,30,0,0,0,3725,0,6301252.045,5156007.524,14053407.29,8471851.605,10078772.06,9660095.542,53721386.07,
5-Jun-20,0,0,0,0,0,0,0,0,0,0,0,0,6645894.584,5209232.524,14169102.29,8471851.605,10078772.06,9663820.542,54238673.61,
12-Jun-20,0,0,0,0,0,0,0,0,0,0,0,0,6169368.088,5209232.524,14169102.29,8471851.605,10078772.06,9663820.542,53762147.11,
19-Jun-20,0,0,0,0,0,0,0,0,0,0,0,0,6169368.088,5209232.524,14169102.29,8471851.605,10078772.06,14816672.24,58914998.81,
26-Jun-20,357003,0,378678,1951037.494,634109,0,1,0,5000,0,12305,0,6169368.009,5209232.524,14169102.29,9239017.438,10521130.15,14816672.24,60124522.65,
3-Jul-20,0,0,0,0,0,0,0,0,0,0,0,0,6526371.088,5587910.524,14803211.29,9239018.438,12724328.8,18093980.69,66974820.83,
10-Jul-20,0,0,0,0,0,0,0,0,0,0,0,0,6526371.088,3636873.03,14803211.29,9239018.438,12724328.8,18093980.69,65023783.33,
17-Jul-20,0,0,0,0,0,0,0,0,0,0,0,0,6526371.088,3636873.03,14803211.29,9239018.438,13024290..560,18093980.69,52299454.53,
24-Jul-20,453080,0,780010,0,205231,0,0,0,189360,392246.517,180165,0,6526371.088,3636873.03,14803211.29,9239018.438,13024290.56,18093980.69,65323745.09,
31-Jul-20,0,0,0,0,0,0,0,0,0,0,0,0,8574180.302,4701868.146,15495588.39,9509160.575,13581756.32,18769901.04,70632454.78,
7-Aug-20,0,0,0,0,0,0,0,0,0,0,0,0,8574180.302,4846482.594,15547595.75,11057740.29,13669127.55,19048002.29,72743128.77,
14-Aug-20,0,0,0,0,0,0,0,0,0,0,0,0,6541431.651,3310999.324,10036706.37,6807062.249,8987298.881,11008925.68,46692424.16,
21-Aug-20,474635,393086.517,133190,0,15736,941106.496,0,42000,69560,0,14961,0,8574180.302,5071065.963,15624544.88,11057740.29,13669127.55,19085176.78,73081835.76,
28-Aug-20,0,0,0,0,0,0,0,0,0,0,0,0,9048815.302,5204255.963,15640280.88,11057740.29,13346441.03,19100137.78,73397671.24,
4-Sep-20,0,0,0,0,0,0,0,0,0,0,0,0,8655728.785,5204255.963,15640280.88,11015740.29,13346441.03,19100137.78,72962584.73,
11-Sep-20,0,0,0,0,0,0,0,0,0,0,0,0,8655728.785,5204255.963,14699174.38,11015740.29,13346441.03,19100137.78,72021478.23,
18-Sep-20,615405,603543.208,394375,0,564055,0,0,0,99990,0,27915,0,9152843.994,5248749.594,14699174.38,11035155.69,13487202.7,19221484.05,72844610.41,
25-Sep-20,0,0,0,0,0,0,0,0,0,0,0,0,9768248.994,5643124.594,15263229.38,11035155.69,13587192.7,19249399.05,74546350.41,
2-Oct-20,0,0,0,0,0,0,0,0,0,0,0,0,10965723.27,5643124.594,15447719.31,11067242.42,13619279.43,19249399.05,75992488.08,
9-Oct-20,0,0,0,0,0,0,0,0,0,0,0,0,10965723.27,5643124.594,15447719.31,11067242.42,13619279.43,19249399.05,75992488.08,
16-Oct-20,0,0,0,0,0,0,0,0,0,0,0,0,10965723.27,5643124.594,17655822.97,11067242.42,13619279.43,19249399.05,78200591.73,
23-Oct-20,0,0,0,0,0,0,0,0,0,0,0,0,10965723.27,5643124.594,17655822.97,11067242.42,13938286,19298549.42,78568748.67,
30-Oct-20,274705,0,188285,0,41584,210363.423,0,215758.423,1855,181648.423,21970,0,12112516.76,5801298.843,17655822.97,11136263.92,14459117.56,19729933.73,80894953.78,
6-Nov-20,0,0,0,0,0,0,0,0,0,0,0,0,12387221.76,6114240.843,17697406.97,11994556.37,14460972.56,20038001.22,82692399.72,
13-Nov-20,0,0,0,0,0,0,0,0,0,0,0,0,12387221.76,6114240.843,17697406.97,11994556.37,14460972.56,20038001.22,82692399.72,
20-Nov-20,0,0,0,0,0,0,0,0,0,0,0,0,13524689.34,6229438.072,17862809.31,12086113.35,14675277.27,20287508.6,84665835.94,
27-Nov-20,284284,806940.683,322265,0,391133,0,4140,0,152800,0,16525,0,13836325.93,6551703.072,18043578.89,11874494.92,14646428.85,20304033.6,85256565.26,
4-Dec-20,0,0,0,0,0,0,0,0,0,0,0,0,13836325.93,6551703.072,18043578.89,11874494.92,14646428.85,20304033.6,85256565.26,
11-Dec-20,0,0,0,0,0,0,0,0,0,0,0,0,14243652.02,6588381.084,18183845.64,12727459.03,14844307.83,20833646.91,87421292.52,
18-Dec-20,0,0,0,0,0,0,0,0,0,0,0,0,13436711.34,6588381.084,18183845.64,12727459.03,14844307.83,20833646.91,86614351.83,
24-Dec-20,0,0,0,0,0,0,0,0,0,0,0,0,13436711.34,6588381.084,18183845.64,12727459.03,14844307.83,20833646.91,86614351.83,
31-Dec-20,233859,0,4610,0,18174,0,10,0,282160,0,12170,0,13670570.34,6592991.084,18202019.64,13135374.23,15126467.83,20845816.91,87573240.04,
8-Jan-21,0,0,0,0,0,0,0,0,0,0,0,0,13670570.34,6592991.084,18219314.27,13394010.43,15126467.83,21086229.68,88089583.64,
15-Jan-21,0,0,0,0,0,0,0,0,0,0,0,0,13670570.34,6592991.084,18219314.27,13394010.43,15126467.83,21086229.68,88089583.64,
22-Jan-21,0,0,0,0,0,0,0,0,0,0,0,0,13670570.34,6592991.084,18219314.27,13394010.43,15126467.83,21086229.68,88089583.64,
29-Jan-21,73360,0,3828,0,680617,247020,3880,85689,314590,20120,4567,0,13743930.34,6596819.084,18899931.27,13397890.43,15441057.83,21090796.68,89170425.64,
5-Feb-21,0,0,0,0,0,0,0,0,0,0,0,0,13743930.34,6596819.084,18899931.27,13698590.73,15441057.83,21090796.68,89471125.93,
12-Feb-21,0,0,0,0,0,0,0,0,0,0,0,0,13743930.34,6596819.084,18899931.27,15131484.29,15441057.83,21470358.59,91283581.4,
19-Feb-21,528968,188070,72240,1364240.832,80864,0,519,0,11460,0,19970,0,13743930.34,6596819.084,18652911.27,15045795.29,15441057.83,21470358.59,90950872.4,
26-Feb-21,0,0,0,0,0,0,0,0,0,0,0,0,14272898.34,6669059.084,18733775.27,15703355.54,16481988.18,23443991.67,95305068.07,
5-Mar-21,0,0,0,0,0,0,0,0,0,0,0,0,14272898.34,6669059.084,18733775.27,15703355.54,16481988.18,23443991.67,95305068.07,
11-Mar-21,0,0,0,0,0,0,0,0,0,0,0,0,14272898.34,6669059.084,18733775.27,15703355.54,16481988.18,23443991.67,95305068.07,
