Date,24 _Months_Sales ,24 _Months_Maturities,3_Year_Sales,3_Year_Maturities,5_Year_Sales,5_Year_Maturities,7_Year_Sales,7_Year_Maturities,10_Year_Sales,10_Year_Maturities,15_Year_Sales,15_Year_Maturities,Bonds_24_months,Bonds_3_year,Bonds_5_year,Bonds_7_year,Bonds_10_year,Bonds_15_year,Bonds_TOTAL ,
19-Mar-21,733584,1025058.679,289653,0,638656,0,20,0,816095,0,406978,0,14084828.34,5304818.252,18733775.27,16130855.88,16713329.92,23443991.67,94411599.32,
26-Mar-21,0,0,0,0,0,0,0,0,0,0,0,0,14818412.34,5554471.252,19372431.27,16130875.88,17529334.92,23850969.67,97256495.32,
2-Apr-21,0,0,0,0,0,0,0,0,0,0,0,0,14818412.34,5554471.252,19372431.27,16130875.88,17529334.92,23850969.67,97256495.32,
9-Apr-21,0,0,0,0,0,0,0,0,0,0,0,0,14818412.34,5929250.026,19567367.07,17329455.5,17799331.32,24707106.99,100150923.2,
16-Apr-21,0,0,0,0,0,0,0,0,0,0,0,0,15443412.53,6178946.271,19637119.51,19243269.2,17924179.44,25413273.94,103840200.9,
23-Apr-21,0,0,0,0,0,0,0,0,0,0,0,0,15443412.53,6178946.271,19637119.51,19243269.2,17924179.44,25413273.94,103840200.9,
30-Apr-21,470561,0,53595,0,721820,945088.917,5,60005,5350,0,2621,0,15443412.53,6178946.271,19637119.51,19243269.2,17924179.44,25413273.94,103840200.9,
7-May-21,0,0,0,0,0,0,0,0,0,0,0,0,14888914.85,6232541.271,20358939.51,19243274.2,17929529.44,25415894.94,104069094.2,
14-May-21,0,0,0,0,0,0,0,0,0,0,0,0,14888914.85,6232541.271,20358939.51,19243274.2,17929529.44,25415894.94,104069094.2,
21-May-21,0,0,0,0,0,0,0,0,0,0,0,0,14888914.85,6232541.271,24144877.53,19913544.07,25679529.44,25415894.94,116275302.1,
28-May-21,365076,1571367.809,450000,0,0,1195975.165,0,65,0,1352315,0,300000,14888914.85,6232541.271,23199788.62,19853539.07,25679529.44,25415894.94,115270208.2,
4-Jun-21,0,0,0,0,0,0,0,0,0,0,0,0,15253990.85,6682541.271,24395763.78,19853604.07,27031844.44,29715894.94,122933639.4,
11-Jun-21,0,0,0,0,0,0,0,0,0,0,0,0,15255539.91,6721267.63,24895251.04,20668357.63,27612944.69,30304040.33,125457401.2,
18-Jun-21,0,0,0,0,0,0,0,0,0,0,0,0,15255539.91,6721267.63,24895251.04,22776691.48,28088331.24,30304040.33,128041121.6,
25-Jun-21,371639,0,351349,0,1012973,0,208205,0,9185,0,59568,0,13950060.83,6778159.275,25610199.24,24943028.89,29049081.01,31607521.02,131938050.3,
2-Jul-21,0,0,0,0,0,0,0,0,0,0,0,0,14321699.83,7129508.275,27207463.74,25804334.78,29058266.01,31667089.02,135188361.7,
9-Jul-21,0,0,0,0,0,0,0,0,0,0,0,0,14321699.83,7129508.275,27207463.74,25804334.78,29058266.01,31667089.02,135188361.7,
16-Jul-21,0,0,0,0,0,0,0,0,0,0,0,0,14321699.83,7129508.275,27207463.74,25804334.78,29058266.01,31667089.02,135188361.7,
23-Jul-21,0,0,0,0,0,0,0,0,0,0,0,0,14321699.83,7129508.275,27207463.74,25804334.78,29058266.01,31667089.02,135188361.7,
30-Jul-21,768813,555573.806,807952,0,1209943,0,3185,0,3660,0,17752,0,15090512.83,7776760.275,28281406.74,25807519.78,29061926.01,31684841.02,137702966.7,
6-Aug-21,0,0,0,0,0,0,0,0,0,0,0,0,15418001.75,8069291.358,28454233.65,26817948.07,29571314.93,33992343.25,142323133,
11-Aug-21,0,0,0,0,0,0,0,0,0,0,0,0,15418001.75,8069291.358,28454233.65,26817948.07,29571314.93,33992343.25,142323133,
20-Aug-21,0,0,0,0,0,0,0,0,0,0,0,0,15418001.75,8069291.358,28454233.65,26817948.07,29571314.93,33992343.25,142323133,
27-Aug-21,255070,0,450150,0,1326562,2499000,290893,49255,1546972.91,0,212763,0,15117497.94,8519441.358,27281795.65,27059586.07,31118287.84,34205106.25,143301715.1,
3-Sep-21,0,0,0,0,0,0,0,0,0,0,0,0,15117497.94,8519441.358,27281795.65,27059586.07,31118287.84,34205106.25,143301715.1,
10-Sep-21,0,0,0,0,0,0,0,0,0,0,0,0,15117497.94,8519441.358,27281795.65,27059586.07,31118287.84,34205106.25,143301715.1,
17-Sep-21,177585,1727297.24,289250.653,0,540419.64,0,199074,0,927263,0,260411,0,15295082.94,8808692.011,27822215.29,27258660.07,32045550.84,34465517.25,145695718.4,
24-Sep-21,0,0,0,0,0,0,0,0,0,0,0,0,15295082.94,8808692.011,27822215.29,27258660.07,32045550.84,34465517.25,145695718.4,
1-Oct-21,0,0,0,0,0,0,0,0,0,0,0,0,15295082.94,8808692.011,27822215.29,27258660.07,32045550.84,34465517.25,145695718.4,
8-Oct-21,0,0,0,0,0,0,0,0,0,0,0,0,15295082.94,8808692.011,27822215.29,27258660.07,32045550.84,34465517.25,145695718.4,
15-Oct-21,0,0,0,0,0,0,0,0,0,0,0,0,13567785.7,8808692.011,27822215.29,27258660.07,32045550.84,34465517.25,143968421.2,
22-Oct-21,0,0,0,0,0,0,0,0,0,0,0,0,15295082.94,8808692.011,27822215.29,27258660.07,32045550.84,34465517.25,145695718.4,
29-Oct-21,258500,0,459113,113758.166,378182,945540,150719,373005.727,434866,265175.724,84264,0,13826285.7,9267805.011,28200397.29,27409379.07,32480416.84,34549781.25,145734065.2,
5-Nov-21,0,0,0,0,0,0,0,0,0,0,0,0,13826285.7,9267805.011,28200397.29,27409379.07,32480416.84,34549781.25,145734065.2,
12-Nov-21,0,0,0,0,0,0,0,0,0,0,0,0,13826285.7,9267805.011,28200397.29,27409379.07,32480416.84,34549781.25,145734065.2,
19-Nov-21,0,0,0,0,0,0,0,0,0,0,0,0,13826285.7,9270393.764,27254857.29,27409379.07,32215241.12,34549781.25,144525938.2,
26-Nov-21,527539,763289.73,361533,0,1468553.615,317150,541001,0,701370,0,55936,0,14353824.7,9631926.764,28723410.9,27577374.34,32916611.12,34605717.25,147808865.1,
3-Dec-21,0,0,0,0,0,0,0,0,0,0,0,0,13590534.97,9631926.764,28406260.9,27577374.34,32916611.12,34605717.25,146728425.3,
10-Dec-21,0,0,0,0,0,0,0,0,0,0,0,0,13590534.97,9631926.764,28406260.9,27577374.34,32916611.12,34605717.25,146728425.3,
17-Dec-21,0,0,0,0,0,0,0,0,0,0,0,0,13590534.97,9631926.764,28406260.9,27577374.34,32916611.12,34605717.25,146728425.3,
24-Dec-21,342333,475728.871,303879.924,0,632484,0,84561,0,723086,0,111345,0,13932867.97,9935806.688,29038744.9,27661935.34,33639697.12,34717062.25,148926114.3,
31-Dec-21,0,0,0,0,0,0,0,0,0,0,0,0,13457139.1,9935806.688,29038744.9,27661935.34,33639697.12,34717062.25,148450385.4,
7-Jan-22,0,0,0,0,0,0,0,0,0,0,0,0,13457139.1,9935806.688,29038744.9,27661935.34,33639697.12,34717062.25,148450385.4,
14-Jan-22,0,0,0,0,0,0,0,0,0,0,0,0,13457139.1,9935806.688,29038744.9,27661935.34,33639697.12,34717062.25,148450385.4,
21-Jan-22,476370,1294606.262,285865,0,938884,0,352073,55005,711606,22550,99623,0,13933509.1,10221671.69,29977628.9,28014008.34,34351303.12,34816685.25,151314806.4,
28-Jan-22,0,0,0,0,0,0,0,0,0,0,0,0,12638902.84,10221671.69,29977628.9,28014008.34,34351303.12,34816685.25,150020200.1,
4-Feb-22,0,0,0,0,0,0,0,0,0,0,0,0,12638902.84,10221671.69,29977628.9,28014008.34,34351303.12,34816685.25,150020200.1,
11-Feb-22,0,0,0,0,0,0,0,0,0,0,0,0,12638902.84,10221671.69,29977628.9,28014008.34,34351303.12,34816685.25,150020200.1,
18-Feb-22,135125,0,681670.46,0,1176445,1354235,669902,0,1182415,0,81179,0,12774027.84,10903342.15,31154073.9,28628905.34,35511168.12,34897864.25,153869381.6,
25-Feb-22,0,0,0,0,0,0,1354235,0,0,0,0,0,12774027.84,10903342.15,29799838.9,28628905.34,35511168.12,34897864.25,152515146.6,
4-Mar-22,0,0,0,0,0,0,0,0,0,0,0,0,12774027.84,10903342.15,29799838.9,28628905.34,35511168.12,34897864.25,152515146.6,
11-Mar-22,0,0,0,0,0,0,0,0,0,0,0,0,12774027.84,10903342.15,29799838.9,28628905.34,35511168.12,34897864.25,152515146.6,
18-Mar-22,0,0,0,0,0,0,0,0,0,0,0,0,12774027.84,10903342.15,29799838.9,28628905.34,35511168.12,34897864.25,152515146.6,
25-Mar-22,632190,3188773.633,515930,0,510853,0,715941,0,75865,0,158679,0,11442573.5,11419272.15,30310691.9,29344846.34,35587033.12,35056543.25,153160960.3,
1-Apr-22,632190,3188773.633,515930,0,510853,0,715941,0,75865,0,158679,0,11442573.5,11419272.15,30310691.9,29344846.34,35587033.12,35056543.25,153160960.3,
8-Apr-22,0,0,0,0,0,0,0,0,0,0,0,0,11442573.5,11419272.15,30310691.9,29344846.34,35587033.12,35056543.25,153160960.3,
15-Apr-22,0,0,0,0,0,0,0,0,0,0,0,0,11442573.5,11419272.15,30310691.9,29344846.34,35587033.12,35056543.25,153160960.3,
22-Apr-22,0,0,0,0,0,0,0,0,0,0,0,0,11442573.5,11419272.15,30310691.9,29344846.34,35587033.12,35056543.25,153160960.3,
29-Apr-22,597113,0,770159,0,897987,0,501130,527201.517,324322,655088.136,175436,0,11442573.5,11419272.15,30310691.9,29344846.34,35587033.12,35056543.25,153160960.3,
6-May-22,0,0,0,0,0,0,0,0,0,0,0,0,10814557.21,12189431.15,31208678.9,29845976.34,35911355.12,35231979.25,155201978,
13-May-22,0,0,0,0,0,0,0,0,0,0,0,0,10814557.21,12189431.15,31208678.9,29845976.34,35911355.12,35231979.25,155201978,
20-May-22,0,0,0,0,0,0,0,0,0,0,0,0,10814557.21,12189431.15,31208678.9,29845976.34,35911355.12,35231979.25,155201978,
27-May-22,584154,109774.8267,607146,1916235.671,561899,0,37836,0,95468,0,61856,0,11398711.21,12796577.15,31770577.9,29356610.82,35351734.98,35293835.25,155968047.3,
3-Jun-22,0,0,0,0,0,0,0,0,0,0,0,0,11239537.21,12796577.15,31770577.9,29356610.82,35351734.98,35293835.25,155808873.3,
10-Jun-22,0,0,0,0,0,0,0,0,0,0,0,0,11239537.21,12796577.15,31770577.9,29356610.82,35351734.98,35293835.25,155808873.3,
17-Jun-22,0,0,0,0,0,0,0,0,0,0,0,0,11239537.21,12796577.15,31770577.9,29356610.82,35351734.98,35293835.25,155808873.3,
24-Jun-22,635974,357003,441866,0,800539,0,44316,0,116792,0,265813,0,11875511.21,11322207.48,32571116.9,29400926.82,35468526.98,35559648.25,156197937.6,
1-Jul-22,0,0,0,0,0,0,0,0,0,0,0,0,11518508.21,11322207.48,32571116.9,29400926.82,35468526.98,35559648.25,155840934.6,
8-Jul-22,0,0,0,0,0,0,0,0,0,0,0,0,11518508.21,11322207.48,32571116.9,29400926.82,35468526.98,35559648.25,155840934.6,
15-Jul-22,0,0,0,0,0,0,0,0,0,0,0,0,11518508.21,11322207.48,32571116.9,29400926.82,35468526.98,35559648.25,155840934.6,
22-Jul-22,253241,453080,322919,0,208796,208796,0,4114,0,75921,118355,0,11318669.21,11645126.48,32779912.9,29405040.82,35544447.98,35678003.25,156371200.6,
29-Jul-22,0,0,0,0,0,0,0,0,0,0,0,0,11318669.21,11645126.48,32779912.9,29405040.82,35544447.98,35678003.25,156371200.6,
5-Aug-22,0,0,0,0,0,0,0,0,0,0,0,0,11318669.21,11645126.48,32779912.9,29405040.82,35544447.98,35678003.25,156371200.6,
12-Aug-22,0,0,0,0,0,0,0,0,0,0,0,0,11318669.21,11645126.48,32779912.9,29405040.82,35544447.98,35678003.25,156371200.6,
19-Aug-22,155931,474635,893348,0,441183,2464326.74,31263,70000,252780,583016.432,437075,768404.711,11474600.21,12538474.48,33221095.9,29436303.82,35797227.98,36115078.25,158582780.6,
26-Aug-22,0,0,0,0,0,0,0,0,0,0,0,0,10999965.21,12538474.48,33221095.9,29436303.82,35797227.98,35346673.54,157339740.9,
2-Sep-22,0,0,0,0,0,0,0,0,0,0,0,0,10999965.21,12538474.48,30756769.16,29366303.82,35214211.55,35346673.54,154222397.8,
9-Sep-22,0,0,0,0,0,0,0,0,0,0,0,0,10999965.21,12538474.48,30756769.16,29366303.82,35214211.55,35346673.54,154222397.8,
16-Sep-22,0,0,0,0,0,0,0,0,0,0,0,0,11659402.21,13318260.48,31581405.16,29590661.82,36550623.24,35577457.54,158277810.4,
23-Sep-22,659437,615405,779786,0,824636,0,224358,0,1336411.686,0,230784,0,11043997.21,13318260.48,31581405.16,29590661.82,36550623.24,35577457.54,157662405.4,
30-Sep-22,0,0,0,0,0,0,0,0,0,0,0,0,11043997.21,13318260.48,31581405.16,29590661.82,36550623.24,35577457.54,157662405.4,
7-Oct-22,0,0,0,0,0,0,0,0,0,0,0,0,11043997.21,13318260.48,31581405.16,29590661.82,36550623.24,35577457.54,157662405.4,
14-Oct-22,0,0,0,0,0,0,0,0,0,0,0,0,11043997.21,13318260.48,31581405.16,29590661.82,36550623.24,35577457.54,157662405.4,
21-Oct-22,0,0,0,0,0,0,0,0,0,0,0,0,11043997.21,13318087.35,31581405.16,29590661.82,36550623.24,35577457.54,157662232.3,
28-Oct-22,265703,274705,366569,0,268792,0,33818,15000,128434,497781.741,196830,570713.346,11309700.21,13684656.35,31850197.16,29624479.82,36679057.24,35774287.54,158922378.3,
4-Nov-22,0,0,0,0,0,0,0,0,0,0,0,0,11034995.21,13684656.35,31850197.16,29624479.82,36679057.24,35774287.54,158647673.3,
11-Nov-22,0,0,0,0,0,0,0,0,0,0,0,0,11034995.21,13684656.35,31850197.16,29624479.82,36679057.24,35774287.54,158647673.3,
18-Nov-22,0,0,0,0,0,0,0,0,0,0,0,0,11034995.21,13684656.35,31850197.16,29624479.82,36679057.24,35203574.2,158076960,
25-Nov-22,230909,431731.173,557085,0,258736,0,31964,0,125972,0,134976,0,10834173.03,14241741.35,32108933.16,29641443.82,36307247.49,35338550.2,158472089.1,
2-Dec-22,0,0,0,0,0,0,0,0,0,0,0,0,10834173.03,14241741.35,32108933.16,29641443.82,36307247.49,35338550.2,158472089.1,
9-Dec-22,0,0,0,0,0,0,0,0,0,0,0,0,10834173.03,14241741.35,32108933.16,29641443.82,36307247.49,35338550.2,158472089.1,
16-Dec-22,0,0,0,0,0,0,0,0,0,0,0,0,10834173.03,14241741.35,32108933.16,29641443.82,36307247.49,35338550.2,158472089.1,
23-Dec-22,0,0,0,0,0,0,0,0,0,0,0,0,10834173.03,14241741.35,32108933.16,29641443.82,36307247.49,35338550.2,158472089.1,
30-Dec-22,569134,233859,700780,0,511756,0,58163,0,184467,1120968.389,135453,0,11403307.03,14942521.35,32620689.16,29699606.82,36491714.49,35474003.2,160631842.1,
6-Jan-23,0,0,0,0,0,0,0,0,0,0,0,0,11169448.03,14942694.48,32620689.16,29699606.82,36491714.49,35474003.2,160398156.2,
13-Jan-23,0,0,0,0,0,0,0,0,0,0,0,0,11169448.03,14942694.48,32620689.16,29699606.82,36491714.49,35474003.2,160398156.2,
20-Jan-23,768572,1038154.419,775375,0,529920,0,24005,182274.614,1788647,0,240427,0,11938020.03,15718069.48,33150609.16,29723611.82,38280361.49,35714430.2,164525102.2,
27-Jan-23,0,0,0,0,0,0,0,0,0,0,0,0,10899865.61,15718069.48,33150609.16,29723611.82,38280361.49,35714430.2,163486947.8,
3-Feb-23,0,0,0,0,0,0,0,0,0,0,0,0,10899865.61,15718069.48,33150609.16,29723611.82,38280361.49,35714430.2,163486947.8,
10-Feb-23,0,0,0,0,0,0,0,0,0,0,0,0,10899865.61,15718069.48,33150609.16,29723611.82,38280361.49,35714430.2,163486947.8,
17-Feb-23,311303,1398896.614,248369,2156031.415,74554,2458618.994,10151,0,173491,0,98085,155563.614,11211168.61,15966438.48,33225163.16,29551488.21,38453852.49,35812515.2,164220626.1,
24-Feb-23,0,0,0,0,0,0,0,0,0,0,0,0,10545856,15966438.48,30766544.17,29551488.21,38453852.49,35656951.58,160941130.9,
3-Mar-23,0,0,0,0,0,0,0,0,0,0,0,0,10545856,13810407.06,30766544.17,29551488.21,38453852.49,35656951.58,158785099.5,
10-Mar-23,0,0,0,0,0,0,0,0,0,0,0,0,10545856,13810407.06,30766544.17,29551488.21,38453852.49,35656951.58,158785099.5,
17-Mar-23,0,0,0,0,0,0,0,0,0,0,0,0,10545856,13810407.06,30766544.17,29551488.21,38453852.49,35656951.58,158785099.5,
24-Mar-23,0,0,0,0,0,0,0,0,0,0,0,0,10545856,13810407.06,30766544.17,29551488.21,38453852.49,35656951.58,158785099.5,
31-Mar-23,284739,0,138586,0,139510,0,40696,0,251254,0,326442,0,10097011,13948993.06,30906054.17,29592184.21,38705106.49,35983393.58,159232742.5,
7-Apr-23,0,0,0,0,0,0,0,0,0,0,0,0,10097011,13948993.06,30906054.17,29592184.21,38705106.49,35983393.58,159232742.5,
14-Apr-23,0,0,0,0,0,0,0,0,0,0,0,0,10097011,13948993.06,30906054.17,29592184.21,38705106.49,35983393.58,159232742.5,
21-Apr-23,0,0,0,0,0,0,0,0,0,0,0,0,10097011,13948993.06,30906054.17,29592184.21,38705106.49,35983393.58,159232742.5,
27-Apr-23,109136,0,263085,0,111777,963887.813,354632,0,193701,1142888.201,193701,1142888.201,9669156,14058129.06,31169139.17,29703961.21,39059738.49,36177094.58,159837218.5,
5-May-23,0,0,0,0,0,0,0,0,0,0,0,0,9669156,14058129.06,31169139.17,29703961.21,39059738.49,36177094.58,159837218.5,
12-May-23,0,0,0,0,0,0,0,0,0,0,0,0,9669156,14058129.06,31169139.17,29703961.21,39059738.49,36177094.58,159837218.5,
19-May-23,0,0,0,0,0,0,0,0,0,0,0,0,9669156,14058129.06,31169139.17,29703961.21,39059738.49,35034206.38,158694330.3,
26-May-23,16008,365076,147708,0,79067,0,27430,0,236266,0,137589,0,9320088,14205837.06,31248206.17,28767503.4,39296004.49,35171795.38,158009434.5,
2-Jun-23,0,0,0,0,0,0,0,0,0,0,0,0,9320088,14205837.06,31248206.17,28767503.4,39296004.49,35171795.38,158009434.5,
9-Jun-23,0,0,0,0,0,0,0,0,0,0,0,0,9320088,14205837.06,31248206.17,28767503.4,39296004.49,35171795.38,158009434.5,
16-Jun-23,0,0,0,0,0,0,0,0,0,0,0,0,9320088,14205837.06,31248206.17,28767503.4,39296004.49,35171795.38,158009434.5,
23-Jun-23,0,0,0,0,0,0,0,0,0,0,0,0,9418715,14430147.06,31471870.17,28843532.4,40761677.49,35473949.38,160399891.5,
30-Jun-23,98627,371639,224310,0,223664,0,76029,0,1465673,0,302154,0,9418715,14430147.06,31471870.17,28843532.4,40761677.49,35473949.38,160399891.5,
7-Jul-23,0,0,0,0,0,0,0,0,0,0,0,0,9047076,14430147.06,31471870.17,28843532.4,40761677.49,35473949.38,160028252.5,
14-Jul-23,0,0,0,0,0,0,0,0,0,0,0,0,9047076,14430147.06,31471870.17,28843532.4,40761677.49,35473949.38,160028252.5,
21-Jul-23,221247,539209.304,833218,0,1452195,0,813163,0,2186035,0,1386417,794892.57,9268323,15263365.06,32924065.17,29656695.4,42947712.49,36860366.38,166920527.5,
28-Jul-23,0,0,0,0,0,0,0,0,0,0,0,0,8499510,15263365.06,32924065.17,29656695.4,42947712.49,36860366.38,166151714.5,
4-Aug-23,0,0,0,0,0,0,0,0,0,0,0,0,8499510,15263365.06,32924065.17,29656695.4,42947712.49,36860366.38,166151714.5,
11-Aug-23,0,0,0,0,0,0,0,0,0,0,0,0,8499510,15263365.06,32924065.17,29656695.4,42947712.49,36860366.38,166151714.5,
18-Aug-23,166517,432655,1042725,623513.6127,396130,0,166799,395907.451,2318216,0,1339574,0,8666027,15492369.06,33320195.17,29823494.4,45265928.49,37405047.81,169973061.9,
25-Aug-23,0,0,0,0,0,0,0,0,0,0,0,0,8666027,14449644.06,33320195.17,29823494.4,45265928.49,37405047.81,168930336.9,
1-Sep-23,0,0,0,0,0,0,0,0,0,0,0,0,8410957,14449644.06,33320195.17,29427586.94,45265928.49,37405047.81,168279359.5,
8-Sep-23,0,0,0,0,0,0,0,0,0,0,0,0,8410957,14449644.06,33320195.17,29427586.94,45265928.49,37405047.81,168279359.5,
15-Sep-23,0,0,0,0,0,0,0,0,0,0,0,0,8410957,14449644.06,33320195.17,29427586.94,45265928.49,37405047.81,168279359.5,
22-Sep-23,0,0,0,0,0,0,0,0,0,0,0,0,8233372,14449644.06,33320195.17,29427586.94,45265928.49,37405047.81,168101774.5,
29-Sep-23,322272,0,508000,0,986600,0,474957,0,1053303.897,0,775501.371,0,8555644,14957644.06,34306795.17,29902543.94,46319232.39,38180549.18,172222408.7,
6-Oct-23,0,0,0,0,0,0,0,0,0,0,0,0,8555644,14957644.06,34306795.17,29902543.94,46319232.39,38180549.18,172222408.7,
13-Oct-23,0,0,0,0,0,0,0,0,0,0,0,0,8555644,14957644.06,34306795.17,29902543.94,46319232.39,38180549.18,172222408.7,
20-Oct-23,0,0,0,0,0,0,0,0,0,0,0,0,8555644,14957644.06,34306795.17,29902543.94,46319232.39,38180549.18,172222408.7,
27-Oct-23,206788,0,595785,0,1608498,0,484100,1703440.838,1183382,0,821251,195287.807,8555644,14957644.06,34306795.17,29902543.94,46319232.39,38180549.18,172222408.7,
3-Nov-23,0,0,0,0,0,0,0,0,0,0,0,0,8741798,15539056.06,35212769.07,30340178.94,47358990.89,38896959.87,176089752.8,
10-Nov-23,0,0,,0,0,0,0,0,0,0,0,0,8493342,15551254.06,35224437.84,30348018.94,47395899.39,38953960.18,175966912.4,
17-Nov-23,0,0,,0,0,0,0,0,0,0,0,0,8493342,15551254.06,35224437.84,30348018.94,47395899.39,38953960.18,175966912.4,
24-Nov-23,47822,527539,115204,0,63289,0,321355,1703440.838,430029,0,624573,195287.807,8013625,15666458.06,35287726.84,28965933.11,47825928.39,39383245.37,175142916.8,
1-Dec-23,0,0,0,0,0,0,0,0,0,0,0,0,8013625,15666458.06,35287726.84,28965933.11,47825928.39,39383245.37,175142916.8,
8-Dec-23,0,0,0,0,0,0,0,0,0,0,0,0,8013625,15666458.06,35287726.84,26321238.31,47825928.39,39383245.37,172498222,
15-Dec-23,0,0,0,0,0,0,0,0,0,0,0,0,8013625,15666458.06,35287726.84,26321238.31,47825928.39,39383245.37,172498222,
22-Dec-23,526879,527539,1172286,0,972398,0,669060,2644694.801,1444784,0,1149189,0,8013625,15666458.06,35287726.84,26321238.31,47825928.39,39383245.37,172498222,
29-Dec-23,0,0,0,0,0,0,0,0,0,0,0,0,8538999,16837294.06,36257294.84,26982058.31,49266952.39,40532434.37,178415033,
5-Jan-24,0,0,0,0,0,0,0,0,0,0,0,0,8196666,16837294.06,36257294.84,26982058.31,49266952.39,40532434.37,178072700,
12-Jan-24,0,0,0,0,0,0,0,0,0,0,0,0,8196666,16837294.06,36257294.84,26982058.31,49266952.39,40532434.37,178072700,
19-Jan-23,163286.8,476370,630283.498,1681240.106,513236.726,0,185618.5,0,1086884.601,167630,673163.431,0,8196666,16837294.06,36257294.84,26982058.31,49266952.39,40532434.37,178072700,
26-Jan-23,0,0,0,0,0,0,0,0,0,0,0,0,8358452.8,17367294.06,36677294.84,27087676.81,49566952.39,41015029.07,180072700,
2-Feb-23,0,0,0,0,0,0,0,0,0,0,0,0,7882082.8,15686053.96,36677294.84,27087676.81,49566952.39,41015029.07,177915089.9,
9-Feb-23,0,0,0,0,0,0,0,0,0,0,0,0,7882082.8,15686053.96,36677294.84,27087676.81,49566952.39,41015029.07,177915089.9,
16-Feb-23,0,0,0,0,0,0,0,0,0,0,0,0,7933906.893,15717322.38,36717955.68,27250501.37,49888837.89,41351961.32,178860485.5,
23-Feb-23,51824.093,767315,31268.422,0,40660.841,0,162824.566,281434,489515.499,0,336932.243,203,7798781.893,15717322.38,36717955.68,27250501.37,49888837.89,41351758.32,178725157.5,
1-Mar-23,0,0,0,0,0,0,0,0,0,0,0,0,7798781.893,15717322.38,36717955.68,26969067.37,49888837.89,41351758.32,178443723.5,
7-Mar-23,0,0,0,0,0,0,0,0,0,0,0,0,7798781.893,15717322.38,36717955.68,26969067.37,49888837.89,41351758.32,178443723.5,
15-Mar-23,0,0,0,0,0,0,0,0,0,0,0,0,7798781.893,15717322.38,36717955.68,26969067.37,49888837.89,41351758.32,178443723.5,
22-Mar-23,0,0,0,0,0,0,0,0,0,0,0,0,7798781.893,15717322.38,36717955.68,26969067.37,49888837.89,41351758.32,178443723.5,
28-Mar-23,36088.241,540486.4152,240097.472,0,173382.367,0,315802.214,0,414374.796,0,487857.072,0,7166591.893,15717322.38,36717955.68,26969067.37,49888837.89,41351758.32,177811533.5,
5-Apr-23,0,0,0,0,0,0,0,0,0,0,0,0,7964595.134,16556649.85,38531400.29,27284869.59,50304912.69,42039790.02,182682217.6,
12-Apr-23,0,0,0,0,0,0,0,0,0,0,0,0,7202680.134,15957419.85,36891338.04,27284869.59,50303212.69,41839615.39,179479135.7,
19-Apr-23,0,0,0,0,0,0,0,0,0,0,0,0,7202680.134,15957419.85,36891338.04,27284869.59,50303212.69,41839615.39,179479135.7,
26-Apr-23,26997.633,0,17957.971,0,144884.521,0,212712.459,916715.3883,413768.848,0,356062.851,0,7202680.134,15957419.85,36891338.04,27284869.59,50303212.69,41839615.39,179479135.7,
3-May-23,0,0,0,0,0,0,0,0,0,0,0,0,7229677.767,15975377.82,37036222.57,26000633.6,50716981.53,42195678.24,179154571.5,
10-May-23,0,0,0,0,0,0,0,0,0,0,0,0,6632564.767,15975377.82,37036222.57,26000633.6,50716981.53,42195678.24,178557458.5,
17-May-23,0,0,0,0,0,0,0,0,0,0,0,0,6632564.767,15975377.82,37036222.57,26000633.6,50716981.53,42195678.24,178557458.5,
24-May-23,15706.699,1013996.007,24843.148,0,160840.084,0,176488.499,0,247005.997,276328.8763,141222.868,921752.4232,6632564.767,15975377.82,37036222.57,26000633.6,50716981.53,42195678.24,178557458.5,
31-May-23,0,0,0,0,0,0,0,0,0,0,0,0,6064117.466,16000220.97,37197062.65,26177122.1,50564311.56,40913872.37,176916707.1,
7-Jun-23,0,0,0,0,0,0,0,0,0,0,0,0,6064117.466,16000220.97,37197062.65,26177122.1,50564311.56,40913872.37,176916707.1,
14-Jun-23,0,0,0,0,0,0,0,0,0,0,0,0,6985893.325,19761047.68,41014460.08,26177122.1,50564311.56,40913872.37,185416707.1,
21-Jun-23,0,0,0,0,0,0,0,0,0,0,0,0,6985893.325,19761047.68,38109129.27,26177122.1,50564311.56,40913872.37,182511376.3,
28-Jun-23,132223.45,547925.3077,304444.15,1032340.794,385022.146,1587456.496,240921.4,0,265699.996,0,330739.944,0,7118116.775,20065491.83,38494151.42,26418043.5,50830011.55,41244612.32,184170427.4,
5-Jul-23,0,0,0,0,0,0,0,0,0,0,0,0,6482142.775,18456040.83,38494151.42,26418043.5,50830011.55,41244612.32,181925002.4,
12-Jul-23,0,0,0,0,0,0,0,0,0,0,0,0,6482142.775,18456040.83,38494151.42,25031002.46,50830011.55,41244612.32,180537961.3,
19-Aug-24,112801.531,218180.5434,80925.784,0,193522.626,0,113287.218,833723.3152,96503.697,0,134330.394,0,6482142.775,18456040.83,38494151.42,25031002.46,50830011.55,41244612.32,180537961.3,
26-Aug-24,0,0,0,0,0,0,0,0,0,0,0,0,6594944.306,18536966.61,38687674.04,25144289.67,50926515.25,41378942.71,181269332.6,
2-Aug-24,0,0,0,0,0,0,0,0,0,0,0,0,6341703.306,18536966.61,38687674.04,25144289.67,50926515.25,41378942.71,181016091.6,
9-Aug-24,0,0,0,0,0,0,0,0,0,0,0,0,6341703.306,18536966.61,38687674.04,25144289.67,50926515.25,41378942.71,181016091.6,
