Date,Notes_and_Coins,Positive_Current_Acs,TBs_Holdings,Term_Deposits,Total_Assets,Annual_Change_%,Required_Ratio_%,Actual_Ratio_%,Required_Ratio_%,Actual_Ratio_%,Total_Reserves
26-Jun-2019,1694104.558,529128.9296,14658824.24,0,16882057.72,-2.630085874,6,97.88674759,5,6.538199393,1638880.851
27-Jun-2019,1694104.558,941666.8946,14658824.24,0,17294595.69,-2.259367498,6,98.00410834,5,6.130150998,1638880.851
28-Jun-2019,1694104.558,771950.9811,14658824.24,0,17124879.78,-1.329296818,6,97.18075587,5,5.896630417,1638880.851
3-Jul-2019,1616361.539,566472.7611,15159984.24,0,17342818.54,-0.655733867,6,99.95367664,5,6.23846881,1657762.726
4-Jul-2019,1616361.539,429201.5532,15159984.24,0,17205547.33,-1.442059768,6,98.90765982,5,5.930210995,1657762.726
5-Jul-2019,1616361.539,482158.8052,15159984.24,0,17258504.58,1.41629016,6,98.95139228,5,5.565888593,1657762.726
8-Jul-2019,1701581.769,364306.8452,14913058.05,0,16978946.66,-0.93621234,6,113.3080864,5,5.40913867,1661262.555
9-Jul-2019,1701581.769,590599.18,14913058.05,0,17205239,0.149498564,6,113.314941,5,5.903899767,1661262.555
10-Jul-2019,1701581.769,570926.1818,14913058.05,0,17185566,0.026811028,6,113.2913229,5,6.783064031,1661262.555
11-Jul-2019,1701581.769,441283.4111,14913058.05,0,17055923.23,1.660766585,6,113.3882904,5,5.410808151,1661262.555
12-Jul-2019,1701581.769,818074.8032,14913058.05,0,17432714.62,4.774315846,6,113.8001822,5,4.937346888,1661262.555
15-Jul-2019,1706404.464,587202.5235,14617996.62,0,16911603.61,1.919943331,6,130.0983598,5,5.8591463,1644879.766
16-Jul-2019,1706404.464,609867.606,14617996.62,0,16934268.69,1.484083207,6,130.7804568,5,6.906769139,1644879.766
17-Jul-2019,1706404.464,378677.9163,14617996.62,0,16703079,0.063636944,6,129.8305442,5,6.887017784,1644879.766
18-Jul-2019,1706404.464,354994.8918,14617996.62,0,16679395.98,0.322989456,6,130.6566816,5,5.637905272,1644879.766
19-Jul-2019,1706404.464,1306397.471,14617996.62,0,17630798.56,5.610615999,6,131.9224905,5,5.857087176,1644879.766
22-Jul-2019,1635011.791,689887.8612,14443475.92,0,16768375.57,1.441225552,6,125.4772316,5,5.917821991,1668923.051
23-Jul-2019,1635011.791,611519.1905,14443475.92,0,16690006.9,2.162045784,6,121.9074044,5,6.326834571,1668923.051
24-Jul-2019,1635011.791,550770.5989,14443475.92,0,16629258.31,0.598222585,6,121.7560919,5,6.327272725,1668923.051
25-Jul-2019,1635011.791,529905.5955,14443475.92,0,16608393.31,0.691023102,6,121.503327,5,5.216641489,1668923.051
26-Jul-2019,1635011.791,690346.2596,14443475.92,0,16768833.97,1.663720118,6,121.5634656,5,5.133884061,1668923.051
29-Jul-2019,1690208.148,375881.772,14627070.48,0,16693160.4,0.327826753,6,127.8856635,5,4.853835219,1678831.841
30-Jul-2019,1690208.148,182231.6687,14627070.48,0,16499510.3,-0.457916501,6,128.1380632,5,5.441033341,1678831.841
31-Jul-2019,1690208.148,303604.006,14627070.48,0,16620882.64,-1.690853764,6,129.4774599,5,6.154616418,1678831.841
1-Aug-2019,1690208.148,483225.4461,14627070.48,0,16800504.08,-2.590385376,6,128.8605959,5,5.966544814,1678831.841
2-Aug-2019,1690208.148,320447.9982,14627070.48,0,16637726.63,-3.534171848,6,128.7435269,5,5.462389375,1678831.841
5-Aug-2019,1682359.847,320447.9982,14621628.81,0,16624436.65,-5.270106599,6,124.8946034,5,5.525996353,1682042.133
6-Aug-2019,1682359.847,184651.8144,14621628.81,0,16488640.47,-3.591732511,6,123.9595196,5,4.948037215,1682042.133
7-Aug-2019,1682359.847,220994.0243,14621628.81,0,16524982.68,-1.419011743,6,123.8525359,5,5.649754736,1682042.133
8-Aug-2019,1682359.847,229369.7168,14621628.81,0,16533358.37,-1.030608924,6,124.432739,5,5.120713289,1682042.133
9-Aug-2019,1682359.847,249496.1673,14621628.81,0,16553484.82,0.36016819,6,123.0617243,5,4.76315057,1682042.133
12-Aug-2019,1747044.468,148395.8332,14892819.02,0,16788259.32,1.963595281,6,126.266543,5,4.366020638,1681413.271
13-Aug-2019,1747044.468,241004.2111,14892819.02,0,16880867.69,0.567033974,6,127.3019868,5,4.166997352,1681413.271
14-Aug-2019,1747044.468,271409.7552,14892819.02,0,16911273.24,0.864304654,6,127.6747084,5,6.845635767,1681413.271
15-Aug-2019,1747044.468,366707.3157,14892819.02,0,17006570.8,2.872667693,6,127.3588443,5,6.058372402,1681413.271
16-Aug-2019,1747044.468,205342.1524,14892819.02,0,16845205.64,0.549178997,6,127.3452687,5,4.872754173,1681413.271
19-Aug-2019,1682018.477,196195.3113,14743986.16,0,16622199.95,-0.274390902,6,120.2229069,5,5.519716291,1658402.89
20-Aug-2019,1682018.477,180673.0438,14743986.16,0,16606677.68,-0.400622991,6,120.4228634,5,5.666994026,1658402.89
21-Aug-2019,1682018.477,739708.0375,14743986.16,0,17165712.68,6.419296688,6,119.664887,5,6.364194839,1658402.89
22-Aug-2019,1682018.477,680493.805,14743986.16,0,17106498.44,5.685992061,6,120.9149624,5,5.025623968,1658402.89
23-Aug-2019,1682018.477,499480.6498,14743986.16,0,16925485.29,2.439701092,6,119.2135541,5,5.275604529,1658402.89
26-Aug-2019,1750833.957,236869.9379,14477222.54,0,16464926.44,0.994209097,6,123.9483592,5,5.579945277,1771080.1
27-Aug-2019,1750833.957,661987.9207,14477222.54,0,16890044.42,-0.276053489,6,126.5017019,5,7.34667024,1771080.1
28-Aug-2019,1750833.957,488281.574,14477222.54,0,16716338.07,0.509659618,6,125.7723427,5,5.58522477,1771080.1
29-Aug-2019,1750833.957,1141362.802,14477222.54,0,17369419.3,4.421015559,6,126.2214251,5,5.190474397,1771080.1
30-Aug-2019,1750833.957,1459432.341,14477222.54,0,17687488.84,6.574643354,6,126.8519133,5,5.28064222,1771080.1
2-Sep-2019,1674024.566,1199454.787,14799066.04,0,17672545.39,-1.734792073,6,128.6615075,5,6.125519562,1734020.179
3-Sep-2019,1674024.566,1416940.486,14799066.04,0,17890031.09,-0.149788108,6,131.6436956,5,6.536732667,1734020.179
4-Sep-2019,1674024.566,1522612.946,14799066.04,0,17995703.55,0.428186337,6,132.7036914,5,6.070413675,1734020.179
5-Sep-2019,1674024.566,1878061.701,14799066.04,0,18351152.3,2.792568143,6,134.6620784,5,5.562051451,1734020.179
6-Sep-2019,1674024.566,1983660.57,14799066.04,0,18456751.17,3.494223336,6,134.825739,5,5.25622472,1734020.179
9-Sep-2019,2089937.324,2032455.986,14760814.01,0,18883207.32,4.719313062,6,108.5949468,5,7.497138386,1755341.738
10-Sep-2019,2089937.324,1434390.919,14760814.01,0,18285142.25,4.671332301,6,108.7979901,5,5.431462258,1755341.738
11-Sep-2019,2089937.324,1579360.652,14760814.01,0,18430111.98,1.982877029,6,108.6013283,5,6.423260796,1755341.738
12-Sep-2019,2089937.324,1434771.219,14760814.01,0,18285522.55,0.361049253,6,107.946598,5,5.62401258,1755341.738
13-Sep-2019,2089937.324,1541068.938,14760814.01,0,18391820.27,1.595544809,6,108.9856121,5,4.964585853,1755341.738
16-Sep-2019,1957745.059,1518980.64,14660742.71,0,18137468.41,2.470479337,6,100.8730081,5,4.13080006,1744517.247
17-Sep-2019,1957745.059,1423884.234,14660742.71,0,18042372,6.501200727,6,100.9174975,5,4.754417609,1744517.247
18-Sep-2019,1957745.059,1091824.422,14660742.71,0,17710312.19,8.140410147,6,99.90601193,5,6.085618609,1744517.247
19-Sep-2019,1957745.059,1198659.437,14660742.71,0,17817147.21,10.05714732,6,99.05191115,5,5.93075866,1744517.247
20-Sep-2019,1957745.059,1450432.764,14660742.71,0,18068920.53,11.79924234,6,100.2478943,5,5.166978167,1744517.247
23-Sep-2019,1768265.554,1367944.114,15095777.29,0,18231986.95,2.158076904,6,99.1923943,5,5.687855968,1719212.45
24-Sep-2019,1768265.554,1746574.317,15095777.29,0,18610617.16,3.852233251,6,97.16256798,5,6.270068274,1719212.45
25-Sep-2019,1768265.554,2394742.821,15095777.29,0,19258785.66,6.271531413,6,99.05742285,5,7.674461176,1719212.45
26-Sep-2019,1768265.554,2273143.118,15095777.29,0,19137185.96,8.098935371,6,99.05943208,5,8.767079728,1719212.45
27-Sep-2019,1768265.554,2571382.832,15095777.29,0,19435425.67,12.09272254,6,100.1669467,5,6.190860419,1719212.45
30-Sep-2019,1788921.753,1775731.409,14857985.9,0,18422639.06,6.251532822,6,104.7093167,5,5.606520376,1769849.764
1-Oct-2019,1788921.753,1531688.292,14857985.9,0,18178595.94,2.184526819,6,106.127633,5,6.600623829,1769849.764
2-Oct-2019,1788921.753,1366987.985,14857985.9,0,18013895.64,0.313780989,6,106.5253538,5,7.987334071,1769849.764
3-Oct-2019,1788921.753,1648552.427,14857985.9,0,18295460.08,2.28323621,6,106.7806099,5,7.581049063,1769849.764
4-Oct-2019,1788921.753,1590442.59,14857985.9,0,18237350.24,1.283508743,6,108.2511051,5,6.159409804,1769849.764
5-Oct-2019,1679067.816,1885496.139,15019759.13,0,18584323.09,4.731203712,6,107.2058582,5,6.761116562,1717365.977
8-Oct-2019,1679067.816,1700956.609,15019759.13,0,18399783.56,3.170346672,6,107.1971862,5,7.126738307,1717365.977
9-Oct-2019,1679067.816,1497906.955,15019759.13,0,18196733.9,2.836016062,6,107.4910081,5,7.509667545,1717365.977
10-Oct-2019,1679067.816,2088467.789,15019759.13,0,18787294.74,10.36895849,6,106.2098421,5,6.869063377,1717365.977
11-Oct-2019,1679067.816,1253950.767,15019759.13,0,17952777.71,6.056940268,6,108.3353752,5,4.825732619,1717365.977
14-Oct-2019,1738086.131,665003.4188,14712691.13,0,17115780.68,1.938615167,6,105.9074524,5,5.532024433,1702225.325
15-Oct-2019,1738086.131,964994.1287,14712691.13,0,17415771.39,4.067794553,6,106.9071406,5,5.061960269,1702225.325
16-Oct-2019,1738086.131,1022571.178,14712691.13,0,17473348.44,5.492947311,6,111.0754218,5,5.321132882,1702225.325
17-Oct-2019,1738086.131,785609.4454,14712691.13,0,17236386.71,4.062323316,6,107.8413342,5,5.556359067,1702225.325
18-Oct-2019,1738086.131,785609.4454,14712691.13,0,17236386.71,4.815684049,6,107.8413342,5,5.556359067,1702225.325
21-Oct-2019,1735128.486,453933.7716,15770606.44,0,17959668.7,9.07822093,6,104.4006817,5,4.689566606,1715576.781
22-Oct-2019,1735128.486,469959.3408,15770606.44,0,17975694.27,8.761064585,6,103.7704324,5,5.140186771,1715576.781
23-Oct-2019,1735128.486,810592.1898,15770606.44,0,18316327.12,10.82204708,6,102.6941109,5,5.896285905,1715576.781
28-Oct-2019,2081348.941,759303.2066,15707576.4,0,18548228.55,12.22515542,6,100.1714955,5,5.873477698,1771421.378
29-Oct-2019,2081348.941,529003.6893,15707576.4,0,18317929.03,9.726913685,6,100.4729744,5,5.315185902,1771421.378
30-Oct-2019,2081348.941,795296.2201,15707576.4,0,18584221.56,11.05831652,6,99.81112607,5,6.094083095,1771421.378
31-Oct-2019,2081348.941,913149.7966,15707576.4,0,18702075.14,12.16018036,6,101.6656097,5,6.022969468,1771421.378
1-Nov-2019,2081348.941,1148790.823,15707576.4,0,18937716.17,12.73321251,6,102.1208056,5,5.519119259,1771421.378
4-Nov-2019,1847832.11,999372.1169,15646058.9,0,18493263.13,10.18105037,6,96.74251693,5,7.364903321,1788947.245
5-Nov-2019,1847832.11,1284047.556,15646058.9,0,18777938.57,18.42638725,6,98.26868126,5,5.806877644,1788947.245
6-Nov-2019,1847832.11,1227105.156,15646058.9,0,18720996.17,17.75196399,6,98.8180525,5,5.768137326,1788947.245
7-Nov-2019,1847832.11,1871009.964,15646058.9,0,19364900.97,19.26656157,6,100.2777319,5,4.908765597,1788947.245
8-Nov-2019,1847832.11,1628560.5,15646058.9,0,19122451.51,16.63905783,6,98.03218938,5,6.264289916,1788947.245
11-Nov-2019,1825785.659,708502.959,15334324.47,0,17868613.09,12.15473328,6,98.30358013,5,7.077436998,1773373.134
12-Nov-2019,1825785.659,529323.1287,15334324.47,0,17689433.26,6.323963278,6,98.95226267,5,5.376617949,1773373.134
13-Nov-2019,1825785.659,480846.7426,15334324.47,0,17640956.88,5.115227839,6,99.37457991,5,5.819227805,1773373.134
14-Nov-2019,1825785.659,568861.5009,15334324.47,0,17728971.63,5.330853533,6,98.80312891,5,5.783527873,1773373.134
15-Nov-2019,1825785.659,864167.9704,15334324.47,0,18024278.1,6.060053262,6,99.8757323,5,4.525563427,1773373.134
18-Nov-2019,1841536.526,349622.7931,15662169.1,0,17853328.42,3.373077322,6,107.0503431,5,5.519644112,1721053.973
19-Nov-2019,1841536.526,422654.6563,15662169.1,0,17926360.29,7.005391732,6,106.7224589,5,6.889156064,1721053.973
20-Nov-2019,1841536.526,525112.361,15662169.1,0,18028817.99,7.245868398,6,106.9031356,5,6.630221341,1721053.973
21-Nov-2019,1841536.526,744718.7158,15662169.1,0,18248424.35,8.715957978,6,107.8224045,5,6.168391473,1721053.973
22-Nov-2019,1841536.526,1436077.728,15662169.1,0,18939783.36,12.73610732,6,108.9108593,5,5.53147621,1721053.973
25-Nov-2019,1750495.607,1427623.756,15370386.27,0,18548505.63,2.459959699,6,107.3819617,5,6.417641195,1706764.791
26-Nov-2019,1750495.607,1425686.624,15370386.27,0,18546568.5,4.518439261,6,108.0584509,5,6.240888606,1706764.791
27-Nov-2019,1750495.607,1872496.441,15370386.27,0,18993378.32,6.498721542,6,108.4402248,5,7.846860056,1706764.791
28-Nov-2019,1750495.607,1352218.474,15370386.27,0,18473100.35,4.397858127,6,104.7768132,5,8.744192541,1706764.791
29-Nov-2019,1750495.607,2045789.123,15370386.27,0,19166671,12.59766483,6,109.7759952,5,5.625080131,1706764.791
2-Dec-2019,1598374.581,1595357.825,15493254.92,0,18686987.32,10.39432058,6,114.6321544,5,7.049897535,1789802.389
3-Dec-2019,1598374.581,1470179.347,15493254.92,0,18561808.84,7.571974514,6,115.2533742,5,7.155026638,1789802.389
4-Dec-2019,1598374.581,1530331.442,15493254.92,0,18621960.94,8.329327984,6,117.094303,5,6.865366156,1789802.389
5-Dec-2019,1598374.581,1426130.947,15493254.92,0,18517760.44,4.596447132,6,116.582788,5,8.420303417,1789802.389
6-Dec-2019,1598374.581,1765833.246,15493254.92,0,18857462.74,6.742476105,6,117.6671538,5,5.372864353,1789802.389
9-Dec-2019,1703804.9,1430316.541,15172399.72,0,18306521.16,4.206596191,6,99.16401238,5,5.790432888,1748804.654
10-Dec-2019,1703804.9,1423497.719,15172399.72,0,18299702.34,4.506362867,6,97.1569396,5,5.507529428,1748804.654
11-Dec-2019,1703804.9,1296326.068,15172399.72,0,18172530.69,3.160262074,6,96.34520118,5,5.427548568,1748804.654
12-Dec-2019,1703804.9,1232310.879,15172399.72,0,18108515.5,1.818468396,6,95.61023773,5,5.357653481,1748804.654
13-Dec-2019,1703804.9,1236746.268,15172399.72,0,18112950.89,-0.272430617,6,95.08875445,5,5.44659393,1748804.654
16-Dec-2019,1854494.713,1263853.004,15489206.77,0,18607554.48,2.42654071,6,102.7619669,5,5.379195552,1738041.104
17-Dec-2019,1854494.713,1143566.499,15489206.77,0,18487267.98,1.103620907,6,103.2552862,5,5.357946873,1738041.104
18-Dec-2019,1854494.713,1637728.122,15489206.77,0,18981429.6,4.42635054,6,104.8171643,5,5.38947227,1738041.104
19-Dec-2019,1854494.713,1510854.206,15489206.77,0,18854555.69,4.224778243,6,103.0672841,5,5.606450652,1738041.104
20-Dec-2019,1854494.713,1601967.175,15489206.77,0,18945668.65,4.679334547,6,103.3664479,5,5.861426265,1738041.104
23-Dec-2019,1806273.652,1252997.334,15287480.51,0,18346751.49,2.493751304,6,105.1210738,9,8.688774275,3190398.164
24-Dec-2019,1806273.652,1372852.871,15287480.51,0,18466607.03,3.602854267,6,103.9535856,9,8.963112471,3190398.164
26-Dec-2019,1806273.652,1372852.871,15287480.51,0,18466607.03,2.606736451,6,103.9535856,9,8.963112471,3190398.164
27-Dec-2019,1806273.652,1275781.987,15287480.51,0,18369536.15,2.368900445,6,103.9922369,9,8.910605465,3190398.164
30-Dec-2019,1888209.114,1287270.027,14852260.14,0,18027739.28,-1.354965545,6,109.0612917,9,9.221625912,3251860.616
31-Dec-2019,1888209.114,2015894.489,14852260.14,0,18756363.74,-0.464154312,6,108.8042768,9,9.284016812,3251860.616
2-Jan-2020,1888209.114,2015894.489,14852260.14,0,18756363.74,-0.104910844,6,108.8042768,9,9.284016812,3251860.616
3-Jan-2020,1888209.114,2876556.1,14852260.14,0,19617025.35,4.261687347,6,109.7159736,9,9.250051861,3251860.616
6-Jan-2020,1770326.187,2305328.555,14698944.25,0,18774598.99,-1.074255094,6,109.9557535,9,9.489475735,3306231.913
7-Jan-2020,1770326.187,2295464.563,14698944.25,0,18764735,-0.719792697,6,108.9866202,9,9.453418348,3306231.913
8-Jan-2020,1770326.187,2059575.615,14698944.25,0,18528846.06,-1.567287851,6,109.6307127,9,9.487757799,3306231.913
9-Jan-2020,1770326.187,2083277.339,14698944.25,0,18552547.78,-2.114187433,6,110.2213527,9,9.475525295,3306231.913
10-Jan-2020,1770326.187,1883864.916,14698944.25,0,18353135.36,-2.471434193,6,108.9095018,9,9.208637911,3306231.913
13-Jan-2020,1816921.111,817456.4501,14234254.67,0,16868632.23,-5.420715221,6,102.0579249,9,9.200692736,3268703.323
14-Jan-2020,1816921.111,823728.3974,14234254.67,0,16874904.17,-4.618442588,6,101.7878476,9,9.189256857,3268703.323
15-Jan-2020,1816921.111,716785.8402,14234254.67,0,16767961.62,-6.117650668,6,100.1057028,9,9.125513511,3268703.323
16-Jan-2020,1816921.111,872077.1092,14234254.67,0,16923252.89,-8.518374256,6,102.1109146,9,9.045909452,3268703.323
17-Jan-2020,1816921.111,890200.0844,14234254.67,0,16941375.86,-5.393634238,6,102.2716952,9,9.126085305,3268703.323
20-Jan-2020,1821152.591,929982.2039,14197591.57,0,16948726.37,-4.587217231,6,110.8135142,9,9.346960437,3202422.48
21-Jan-2020,1821152.591,830609.2169,14197591.57,0,16849353.38,-5.128980023,6,111.0468614,9,9.323893351,3202422.48
22-Jan-2020,1821152.591,1660083.032,14197591.57,0,17678827.2,-1.222817871,6,110.5758737,9,9.609326571,3202422.48
23-Jan-2020,1821152.591,1698336.168,14197591.57,0,17717080.33,-1.194241129,6,112.7054447,9,9.314315055,3202422.48
24-Jan-2020,1821152.591,1541533.763,14197591.57,0,17560277.93,-3.14767702,6,111.3596798,9,9.469539589,3202422.48
27-Jan-2020,1871490.685,1423824.667,14103827.07,0,17399142.43,-4.727354018,6,105.1927618,9,9.239757517,3339744.996
28-Jan-2020,1871490.685,1348529.428,14103827.07,0,17323847.19,-3.292362452,6,105.7522058,9,9.244544805,3339744.996
29-Jan-2020,1871490.685,1551733.226,14103827.07,0,17527050.99,-2.960444588,6,106.1848892,9,9.258963408,3339744.996
30-Jan-2020,1871490.685,1401239.313,14103827.07,0,17376557.07,-5.27006237,6,105.4329256,9,9.306283913,3339744.996
31-Jan-2020,1871490.685,1160628.52,14103827.07,0,17135946.28,-6.024632113,6,105.7506463,9,9.327008233,3339744.996
3-Feb-2020,1736039.839,1136766.311,14043039.77,0,16915845.92,-7.29269284,6,110.0938276,9,9.333668065,3235778.721
4-Feb-2020,1736039.839,767219.2005,14043039.77,0,16546298.81,-6.753999946,6,109.5486512,9,9.22565901,3235778.721
5-Feb-2020,1736039.839,698249.606,14043039.77,0,16477329.22,-7.609143204,6,111.1332646,9,9.325557065,3235778.721
6-Feb-2020,1736039.839,886943.5967,14043039.77,0,16666023.21,-5.814557737,6,111.2319753,9,9.273963064,3235778.721
7-Feb-2020,1736039.839,962514.6516,14043039.77,0,16741594.26,-1.648835117,6,111.0031706,9,9.012022513,3235778.721
10-Feb-2020,1724817.654,1249917.196,14082477.07,0,17057211.92,0.766340174,6,102.4415432,9,9.189362337,3316904.365
11-Feb-2020,1724817.654,1127236.348,14082477.07,0,16934531.08,-7.128885504,6,102.6575742,9,9.212994123,3316904.365
12-Feb-2020,1724817.654,1175562.631,14082477.07,0,16982857.36,-6.934010802,6,104.1355502,9,9.168244289,3316904.365
13-Feb-2020,1724817.654,1182437.179,14082477.07,0,16989731.91,-7.587757118,6,103.8002651,9,9.133007672,3316904.365
14-Feb-2020,1724817.654,1099580.532,14082477.07,0,16906875.26,-8.039722486,6,103.1338391,9,9.293090327,3316904.365
17-Feb-2020,1690311.377,820132.9828,14007984.01,0,16518428.37,-11.4063546,6,103.3991023,9,9.187050014,3244586.405
18-Feb-2020,1690311.377,652063.3693,14007984.01,0,16350358.75,-11.11014907,6,102.4729051,9,9.183134539,3244586.405
19-Feb-2020,1690311.377,864328.9581,14007984.01,0,16562624.34,-10.37377514,6,103.9412135,9,8.756607539,3244586.405
20-Feb-2020,1690311.377,794915.5581,14007984.01,0,16493210.94,-10.07995211,6,103.1450568,9,9.224814085,3244586.405
21-Feb-2020,1690311.377,648137.113,14007984.01,0,16346432.5,-9.801916255,6,103.6379548,9,9.286733123,3244586.405
24-Feb-2020,2180996.625,909927.6862,14598650.97,0,17689575.28,-2.7724977,6,103.3991023,9,9.187050014,3244586.405
25-Feb-2020,2180996.625,785237.5932,14598650.97,0,17564885.19,-1.741256249,6,102.4729051,9,9.183134539,3244586.405
26-Feb-2020,2180996.625,2040902.547,14598650.97,0,18820550.14,4.379351379,6,103.9412135,9,8.756607539,3244586.405
27-Feb-2020,2180996.625,1733369.128,14598650.97,0,18513016.73,3.864908222,6,103.1450568,9,9.224814085,3244586.405
28-Feb-2020,2180996.625,2432001.888,14598650.97,0,19211649.48,4.259670266,6,103.6379548,9,9.286733123,3244586.405
2-Mar-2020,1789279.146,1232851.377,12682577.53,0,15704708.05,-15.55561615,6,107.7240909,9,9.323598741,3275190.852
3-Mar-2020,1789279.146,1056073.293,12682577.53,0,15527929.97,-12.49297653,6,108.1951092,9,9.348180177,3275190.852
4-Mar-2020,1789279.146,1079172.202,12682577.53,0,15551028.87,-12.80304819,6,107.9623433,9,9.314729187,3275190.852
5-Mar-2020,1789279.146,1023537.9,12682577.53,0,15495394.57,-12.4301837,6,108.882823,9,9.227012818,3275190.852
6-Mar-2020,1789279.146,885437.005,12682577.53,0,15357293.68,-9.781129628,6,108.8372278,9,9.359633703,3275190.852
10-Mar-2020,1674482.592,893339.6208,15238485.67,0,17806307.88,5.191662318,6,123.5890548,9,10.36507031,3276553.157
11-Mar-2020,1674482.592,1195580.407,15238485.67,0,18108548.66,-1.319281486,6,125.8706945,9,10.2667407,3276553.157
13-Mar-2020,1674482.592,873180.4655,15238485.67,0,17786148.72,-4.718189815,6,124.4218334,9,10.42695267,3276553.157
16-Mar-2020,1968354.129,630559.2813,15029822.17,0,17628735.58,-4.685418614,6,113.9587126,9,9.294306217,3289692.644
17-Mar-2020,1968354.129,824795.2509,15029822.17,0,17822971.55,-2.598523842,6,113.567183,9,9.225520523,3289692.644
18-Mar-2020,1968354.129,825501.5588,15029822.17,0,17823677.86,-2.594663911,6,112.7154553,9,9.116777553,3289692.644
19-Mar-2020,1968354.129,902281.0582,15029822.17,0,17900457.36,1.266111779,6,112.5339908,9,9.06253512,3289692.644
20-Mar-2020,1968354.129,646307.8771,15029822.17,0,17644484.18,0.530336702,6,110.2941556,9,9.219776819,3289692.644
23-Mar-2020,2061151.594,481697.3285,15358647.48,0,17901496.4,1.652075111,6,121.5973102,9,9.22860843,3325340.867
24-Mar-2020,2061151.594,363324.2365,15358647.48,0,17783123.31,0.11798803,6,111.7772196,9,9.214551858,3325340.867
25-Mar-2020,2061151.594,652873.6393,15358647.48,0,18072672.71,-0.172960108,6,111.4956919,9,9.22633095,3325340.867
26-Mar-2020,2061151.594,758964.0344,15358647.48,0,18178763.11,2.445686783,6,117.6841756,9,9.108079632,3325340.867
27-Mar-2020,2061151.594,912899.1694,15358647.48,0,18332698.24,2.794189244,6,116.7707312,9,9.17613111,3325340.867
30-Mar-2020,2038180.347,1543692.658,15136235.12,0,18718108.13,5.782481538,6,132.4400704,9,9.170281473,3382871.505
31-Mar-2020,2038180.347,1241228.201,15272735.12,0,18552143.67,8.987526066,6,121.8041011,9,9.040987346,3382871.505
1-Apr-2020,2038180.347,1606579.447,15272735.12,0,18917494.92,10.65161336,6,122.0032085,9,9.027463421,3382871.505
2-Apr-2020,2038180.347,1470900.302,15272735.12,0,18781815.77,5.357689849,6,120.9871888,9,9.307109192,3382871.505
3-Apr-2020,2038180.347,1176850.7,15272735.12,0,18487766.17,4.582251356,6,120.8859136,9,9.447782784,3382871.505
6-Apr-2020,1747679.015,954681.0283,15003599.95,0,17705959.99,0.703993158,6,100.9733833,9,9.084722955,3408844.291
7-Apr-2020,1747679.015,842112.9393,15003599.95,0,17593391.9,-0.876739004,6,92.52034003,9,9.16323479,3408844.291
8-Apr-2020,1747679.015,817477.3861,15003599.95,0,17568756.35,1.036393692,6,90.57713223,9,8.960634119,3408844.291
9-Apr-2020,1747679.015,1088927.131,15003599.95,0,17840206.1,2.329806967,6,92.16022262,9,9.082521116,3408844.291
14-Apr-2020,2164523.071,641809.4829,14782042.65,0,17588375.21,0.382607448,6,102.0176016,9,9.072781835,3364103.84
15-Apr-2020,2164523.071,464685.8127,14782042.65,0,17411251.54,4.968913871,6,102.0028754,9,9.103725551,3364103.84
16-Apr-2020,2164523.071,432938.3837,14782042.65,0,17379504.11,3.059533887,6,101.7344854,9,8.815485318,3364103.84
17-Apr-2020,2164523.071,672542.8605,14782042.65,0,17619108.58,7.424582166,6,101.1032379,9,9.347158421,3364103.84
20-Apr-2020,2201083.769,782353.1931,14578924.41,0,17562361.38,5.937251628,6,117.1989435,9,9.444605158,3342188.26
21-Apr-2020,2201083.769,782353.1931,14578924.41,0,17562361.38,9.828345933,6,109.1951933,9,9.509896452,3342188.26
22-Apr-2020,2201083.769,982497.349,14578924.41,0,17762505.53,11.98428099,6,109.2544641,9,9.411053492,3342188.26
23-Apr-2020,2201083.769,2375166.328,14578924.41,0,19155174.51,20.76440686,6,112.2499973,9,9.557328409,3342188.26
24-Apr-2020,2201083.769,2112659.578,14578924.41,0,18892667.76,17.97083493,6,112.4808457,9,9.739056602,3342188.26
27-Apr-2020,1996576.383,1115117.142,14509342.04,0,17621035.56,10.17146702,6,122.1171616,9,9.405307208,3410139.017
28-Apr-2020,1996576.383,1368856.787,14509842.04,0,17875275.21,3.682062731,6,112.9583573,9,9.423292164,3410139.017
29-Apr-2020,1996576.383,1569699.137,14509342.04,0,18075617.56,5.296695778,6,113.4143535,9,9.437865701,3410139.017
30-Apr-2020,1996576.383,1459755.776,14509342.04,0,17965674.2,5.10121065,6,115.0262945,9,9.281209633,3410139.017
4-May-2020,1904894.208,1381537.351,16022003.26,0,19308434.82,18.09057246,6,127.9555361,9,9.433395604,3476336.532
5-May-2020,1904894.208,1493621.319,16022003.26,0,19420518.79,18.77607908,6,119.7986488,9,9.574800551,3476336.532
6-May-2020,1904894.208,1378163.674,16022003.26,0,19305061.14,18.06993901,6,118.5768041,9,9.487415471,3476336.532
7-May-2020,1904894.208,1464757.543,16022003.26,0,19391655.01,18.59954795,6,119.4281729,9,9.543553765,3476336.532
8-May-2020,1904894.208,1427406.654,16022003.26,0,19354304.12,17.93898781,6,117.830955,9,9.40868177,3476336.532
11-May-2020,1925858.475,1125641.334,16023404.35,0,19074904.16,16.6338857,6,129.2583983,9,9.587933174,3393512.837
12-May-2020,1925858.475,1082680.551,16023404.35,0,19031943.37,16.3717196,6,119.0987463,9,9.571897999,3393512.837
13-May-2020,1925858.475,1103196.391,16023404.35,0,19052459.21,14.26223025,6,118.0422522,9,9.575075821,3393512.837
